date;MAIN: Hydrogen (ppm);MAIN: Methane (ppm);MAIN: Acetylene (ppm);MAIN: Ethylene (ppm);MAIN: Ethane (ppm);MAIN: Carbon Monoxide (ppm);MAIN: Carbon Dioxide (ppm)
2014-10-26 12:57:00;2,4;0,7;0;1,5;6,6;31,9;615
2014-10-27 13:00:00;2,9;2,5;1,1;1,3;5,4;33,2;659
2014-10-28 13:00:00;3,3;3,6;1,2;1,4;3,6;34,5;696
2014-10-29 13:00:00;3,4;3,4;0,3;1,3;3,1;35;700
2014-10-30 13:00:00;3,8;4,1;1;1,4;3,6;36;730
2014-10-31 13:00:00;5,3;2,6;1;2,3;5,5;37,8;779
2014-11-01 17:00:00;55,3;16,9;0,1;4,7;18,9;382,9;3121
2014-11-03 00:00:00;58,7;16,5;0,1;5,9;23,2;402;3831
2014-11-04 01:00:00;53,5;20;0,1;6,4;21,5;417,4;4159
2014-11-05 01:00:00;60,9;21;0,1;7;23,4;425,4;4377
2014-11-06 01:00:00;59,3;20,2;0,2;7,9;27,2;427,2;4762
2014-11-07 04:00:00;70,4;20,1;0,1;7,8;36,3;454,2;5288
2014-11-08 08:00:00;64,1;21,2;0,3;8,1;31,9;442,7;5227
2014-11-09 08:00:00;60,4;19,5;0,1;6,8;32,5;418;4433
2014-11-11 01:00:00;21,5;4,8;0,4;1,2;3;49,9;1037
2014-11-12 01:00:00;54,8;4,7;0,1;1,8;7,6;67;1643
2014-11-13 01:00:00;25,6;4,8;0,2;1;2,6;52,6;1076
2014-11-14 01:00:00;25;4,2;0,2;1,7;4,1;51,4;1102
2014-11-15 01:00:00;26,6;3,2;0,3;2;5,5;52,1;1107
2014-11-16 01:00:00;27,6;3,5;0,3;0,8;5,8;52,3;1120
2014-11-17 01:00:00;30,4;3,6;0,8;1,4;5,5;54,2;1134
2014-11-18 01:00:00;33,1;3,4;0,3;1,5;5,8;56;1142
2014-11-19 01:00:00;32,5;3;0,5;1,7;6,5;54,9;1155
2014-11-20 01:00:00;35,5;4,4;0,1;1,5;5,7;56,8;1167
2014-11-21 01:00:00;35,2;2,5;0,3;1,7;7,7;56,1;1181
2014-11-22 01:00:00;39;2,8;0,5;1,7;6,7;59;1194
2014-11-23 01:00:00;39,1;3,7;0,5;2,1;6,8;58,4;1196
2014-11-24 01:00:00;37,5;2,8;0,4;1,9;6,4;56,1;1212
2014-11-25 01:00:00;39,1;4,6;0,3;1,5;4,2;56,8;1260
2014-11-26 01:00:00;39,9;3,2;0,3;1,6;6,8;57,1;1299
2014-11-27 01:00:00;43,9;3,5;0,3;2,1;6,8;60,3;1344
2014-11-28 01:00:00;42,7;4,4;0,1;1,8;7;59,7;1382
2014-11-29 01:00:00;44,4;4,5;0,5;2,3;5,2;61,5;1423
2014-11-30 01:00:00;44,9;4,7;0,4;1,9;6,2;61,9;1453
2014-12-01 01:00:00;54,8;16,5;0;4,8;17,7;379,8;3114
2014-12-02 08:00:00;54,6;15,7;0;5,6;21;394,4;3629
2014-12-03 08:00:00;61,6;16,7;0;6,3;22,6;403,5;3867
2014-12-04 09:00:00;58,8;19,9;0;6,6;21,8;423,5;4208
2014-12-05 09:00:00;62;20,4;0;7,1;21,8;426,5;4326
2014-12-06 09:00:00;59,2;20,6;0;6,8;24,5;426,1;4787
2014-12-07 12:00:00;68,1;23,2;0,3;8,6;28,3;452,4;5291
2014-12-08 16:00:00;65,5;21,3;0,3;8,7;33,5;447,4;5273
2014-12-09 16:00:00;59,7;23,7;0,3;6,8;25,8;414,9;4412
2014-12-11 01:00:00;24,2;3,5;0,5;1,8;5,8;52;1063
2014-12-12 01:00:00;55,8;4,5;0,2;2,1;6,7;67,5;1687
2014-12-13 02:00:00;62,8;4;0,2;2,2;7,6;72,1;1740
2014-12-14 02:00:00;59,1;4;0,4;2,8;9,6;70,9;1776
2014-12-15 02:00:00;60,7;3,8;0,2;2,6;9,3;71,9;1804
2014-12-16 02:00:00;68,9;4;0,1;2,4;9;77,5;1861
2014-12-17 02:00:00;60,8;5,3;0,4;2,4;7,1;73,7;1847
2014-12-18 02:00:00;64,9;4,6;0,3;2,6;8,8;76,6;1878
2014-12-19 02:00:00;65,1;4,3;0,3;2,9;9,1;76,5;1890
2014-12-20 02:00:00;65,2;4,3;0,3;2,2;8,6;81,8;1875
2014-12-21 02:00:00;64,9;4,3;0,3;2,5;9,3;81,8;1873
2014-12-22 02:00:00;63,9;5,1;0,4;2,3;8,8;82,2;1869
2014-12-23 02:00:00;65,8;5,1;0,5;2,6;7,5;84,2;1861
2014-12-24 02:00:00;63,9;4,8;0,4;2,6;6,8;81,8;1850
2014-12-25 02:00:00;64,5;4,4;0,2;2,4;8,2;81,2;1847
2014-12-26 02:00:00;64,3;5,1;0,2;2,4;7,2;81;1849
2014-12-27 02:00:00;68,1;4,1;0,2;2,4;7,8;82,9;1842
2014-12-28 02:00:00;69,4;4,6;0,1;1,9;8,8;83,8;1863
2014-12-29 02:00:00;68,3;4,5;0,1;1,9;6,9;80,7;1845
2014-12-30 02:00:00;72,4;5;0,3;2,3;7,8;85,7;1879
2014-12-31 02:00:00;72,2;5,6;0,3;2;6,1;84,7;1845
2015-01-01 02:00:00;73,2;4,6;0,5;2,5;8,4;86,4;1843
2015-01-02 02:00:00;23,1;4,6;0;0,9;6,5;81;1361
2015-01-03 04:00:00;26,2;5,2;0,1;1,1;8,3;85,8;1492
2015-01-04 05:00:00;27,8;5,4;0;0,9;8,4;90,9;1568
2015-01-05 05:00:00;26,2;6,4;0,1;1;7,2;91,3;1504
2015-01-06 05:00:00;27,1;5,8;0,1;1,5;7,4;90,2;1407
2015-01-07 05:00:00;5,1;2,3;0,1;1,2;5,5;27,2;768
