date;MAIN: Hydrogen (ppm);MAIN: Methane (ppm);MAIN: Acetylene (ppm);MAIN: Ethylene (ppm);MAIN: Ethane (ppm);MAIN: Carbon Monoxide (ppm);MAIN: Carbon Dioxide (ppm)
2010-09-14 21:00:00;2,2;7,7;0,1;11,6;9,1;58,5;817
2010-09-15 21:00:00;2,7;8,5;0,6;11,4;8,1;57,1;797
2010-09-16 21:00:00;2,9;10,1;0,4;12;7,9;57,7;790
2010-09-17 21:00:00;2,9;10,9;0,5;12,2;7,6;58,1;796
2010-09-18 21:00:00;3,2;10,1;0,3;11,8;6,2;58,8;803
2010-09-19 21:00:00;3,7;10,7;0,5;11,4;8,2;60,1;820
2010-09-20 21:00:00;3,7;11,8;0,4;11,6;7,6;60,6;824
2010-09-21 21:00:00;3,8;11,1;0,5;11,8;7,2;61,1;838
2010-09-22 21:00:00;4;11,3;0,4;11,6;8,1;61,9;835
2010-09-23 21:00:00;4,1;11,4;0,6;11,4;9,3;62,5;841
2010-09-24 21:00:00;4;10,3;0,6;12,7;7,5;62,4;842
2010-09-25 21:00:00;3,6;10,3;0,5;11,9;8;62,7;839
2010-09-26 21:00:00;3,9;10,3;0,4;12;8,2;63,6;852
2010-09-27 21:00:00;4,3;9,6;0,5;11,7;7,8;66,2;868
2010-09-28 21:00:00;4,3;10,6;0,6;12,4;7,6;66,7;872
2010-09-29 21:00:00;4,5;11;0,5;12,3;11,2;67;870
2010-09-30 21:00:00;4,1;11,4;0,4;12,4;8;66,3;863
2010-10-01 09:00:00;4,5;10,4;0,5;11,7;6,6;66,9;873
2010-10-02 09:00:00;4,2;12;0,5;12,4;8,1;68,2;877
2010-10-03 09:00:00;4,5;11,1;0,5;12,5;8,9;69;890
2010-10-04 09:00:00;4,4;10,7;0,6;12,4;8,1;68,5;881
2010-10-05 09:00:00;4,5;11,1;0,5;12,8;8,8;69,2;890
2010-10-06 09:00:00;4,5;10,2;0,5;12,4;7,5;69,3;890
2010-10-07 09:00:00;4,5;10,6;0,5;12,6;8,5;70,9;894
2010-10-08 09:00:00;4,8;10,5;0,6;12,5;8,1;70,4;907
2010-10-09 09:00:00;4,8;9,7;0,5;12,6;8,7;72,6;909
2010-10-10 09:00:00;4,8;11,4;0,5;13,1;8,4;71,3;909
2010-10-11 09:00:00;4,5;10,9;0,5;12,8;8,3;71,4;907
2010-10-12 09:00:00;4,4;10,7;0,4;12,7;8,7;73;910
2010-10-13 21:00:00;4,4;10,7;0,4;12,7;7,6;73;910
2010-10-14 21:00:00;4,7;13;0,6;13,8;9,7;72,7;917
2010-10-15 21:00:00;4,7;10,5;0,5;12,2;9;73,6;928
2010-10-16 21:00:00;4,6;11,2;0,4;13,4;9,2;75,1;928
2010-10-17 21:00:00;4,7;10,9;0,4;13,1;9,4;74,9;923
2010-10-18 21:00:00;4,8;12,5;0,7;12,9;8;74,7;927
2010-10-19 21:00:00;4,5;11,7;0,4;13,6;9,1;74,5;927
2010-10-20 21:00:00;4,3;11,4;0,4;13;9,5;74,3;920
2010-10-21 21:00:00;4,8;12,3;0,5;14,2;9,2;75,2;927
2010-10-22 21:00:00;4,9;13,5;0,5;14,4;9,6;76;929
2010-10-23 21:00:00;5;12,5;0,5;13,4;10,4;76,1;928
2010-10-24 21:00:00;4,7;12,1;0,5;13,2;9;77,6;937
2010-10-25 21:00:00;4,6;11,1;0,4;13,8;9,9;77,6;931
2010-10-26 21:00:00;5,2;12,1;0,7;13,6;10,5;76,6;932
2010-10-27 21:00:00;5,3;11,1;0,6;13,7;9,4;77,1;937
2010-10-28 21:00:00;5;11,1;0,7;14,1;11,7;76,5;923
2010-10-29 21:00:00;5,4;11,5;0,4;14;9;76,8;913
2010-10-30 21:00:00;4,8;12;0,5;13,8;9,5;75,7;901
2010-10-31 20:00:00;5;12,3;0,5;12,8;8,5;77,2;905
2010-11-01 12:00:00;4,8;13,3;0,5;14,1;10,3;75,6;911
2010-11-02 12:00:00;5,1;12,1;0,6;13,8;8,2;77,7;925
2010-11-03 12:00:00;4,9;11,5;0,6;13,5;8,7;76,2;916
2010-11-04 12:00:00;5,3;12,6;0,5;13,4;8,3;79,5;928
2010-11-05 12:00:00;5;11,3;0,6;13,5;8,9;77,5;928
2010-11-06 12:00:00;4,7;11,9;0,5;12,9;9;76,8;924
2010-11-07 12:00:00;4,5;11,2;0,5;13;8,5;76,3;921
2010-11-08 12:00:00;4,7;11,2;0,4;13,2;9,1;79,6;941
2010-11-09 12:00:00;4,5;12,8;0,6;14,5;11;78,1;929
2010-11-10 12:00:00;4,3;11,4;0,4;13;8,6;78,6;933
2010-11-11 12:00:00;4,9;12;0,6;14,5;9,4;78,9;969
2010-11-12 12:00:00;4,8;12;0,5;14,2;10,1;79,1;958
2010-11-13 20:00:00;4,7;13;0,4;14,2;9;80,5;957
2010-11-14 20:00:00;4,8;12,3;0,5;14,8;10,3;79,3;954
2010-11-15 20:00:00;4,8;12,2;0,5;13,5;9,7;78,6;951
2010-11-16 20:00:00;4,7;11,9;0,4;14;10;78,6;951
2010-11-17 20:00:00;4,8;11,7;0,5;13,9;9,6;79,7;954
2010-11-18 20:00:00;5;12,6;0,6;14,4;9;80,6;959
2010-11-19 20:00:00;5,3;12,1;0,6;15,3;9,3;82,3;969
2010-11-20 20:00:00;5,1;12,1;0,6;15,7;11,3;80,4;967
2010-11-21 20:00:00;4,9;12,6;0,4;14,1;9,7;81,3;956
2010-11-22 20:00:00;5;12,4;0,5;14,9;10,8;80,2;962
2010-11-23 20:00:00;4,9;12,8;0,4;14,9;9,9;80,2;957
2010-11-24 20:00:00;4,7;12,5;0,4;15,1;10,4;80,2;957
2010-11-25 20:00:00;4,6;13,7;0,5;15,1;11,7;79,9;955
