date;MAIN: Hydrogen (ppm);MAIN: Methane (ppm);MAIN: Acetylene (ppm);MAIN: Ethylene (ppm);MAIN: Ethane (ppm);MAIN: Carbon Monoxide (ppm);MAIN: Carbon Dioxide (ppm)
2012-11-22 13:00:00;0,5;2,8;0;1,7;24,7;19,2;270
2012-11-23 13:00:00;0,6;4,6;0;1,8;22;20,5;278
2012-11-24 13:00:00;0,7;4;0,6;1,6;22,8;21,5;279
2012-11-25 13:00:00;0,7;4,7;0,1;1,7;22,6;21,4;289
2012-11-26 13:00:00;0,7;5,3;0,2;2;22,9;22,4;291
2012-11-27 13:00:00;0,4;4,1;0,3;1,1;23,6;22,7;295
2012-11-28 13:00:00;0,6;4,7;0,4;1,8;24,2;23,3;291
2012-11-29 13:00:00;0,6;5,4;0,2;1,3;22,6;23,3;299
2012-11-30 13:00:00;0,7;5,2;0,4;1,6;21,5;23,6;300
2012-12-02 00s:00:00;9,2;312,7;0,8;16,8;739,6;754,9;3998
2012-12-03 03:00:00;15,5;151,8;0;9,4;311;392,5;1899
2012-12-04 03:00:00;20;61,7;0;5,9;141,1;249;1206
2012-12-05 03:00:00;20,9;49,7;0,7;6,2;112,2;223,2;1125
2012-12-06 03:00:00;23,1;49,7;0,6;6,9;117,3;228;1097
2012-12-07 03:00:00;23,8;47;0,7;5,9;121,3;227,2;1104
2012-12-08 03:00:00;24,3;45,7;0,3;5,8;120,2;219,3;1115
2012-12-09 05:00:00;13,3;47,3;0,7;5,9;124,2;223,1;1134
2012-12-10 05:00:00;11;45,7;0;6,1;120,7;208,9;940
2012-12-12 01:00:00;0,9;6,1;0,2;1;20,8;26,3;322
2012-12-13 01:00:00;1;5,7;0,2;1,5;22,9;27,6;327
2012-12-14 01:00:00;1,1;5,9;0,6;1,7;22,7;28,9;344
2012-12-15 01:00:00;1,1;5,1;0,1;2,1;22,4;30,1;360
2012-12-16 01:00:00;1,2;5,5;0;2,1;27,4;31,5;375
2012-12-17 01:00:00;1,2;5,8;0,3;2,3;26,7;32,2;383
2012-12-18 01:00:00;1,1;7,1;0,3;0,6;21,3;32;389
2012-12-19 01:00:00;1,3;6,4;0,4;1,7;21,8;32,3;395
2012-12-20 01:00:00;1,4;5,5;0,3;2,2;27,2;32,5;389
2012-12-21 01:00:00;1,3;6,5;0,5;2,2;24,7;32,4;389
2012-12-22 01:00:00;1,4;5,2;0,4;2;27,3;33,2;399
2012-12-23 01:00:00;1,4;6,7;0;2,3;25,6;34,4;412
2012-12-24 01:00:00;1,5;6,4;0;0,8;26,8;35,9;438
2012-12-25 01:00:00;1,6;6,5;0;2,6;25;35,9;453
2012-12-26 01:00:00;1,6;6,1;0,1;2,1;27,8;36,6;464
2012-12-27 01:00:00;1,7;6,2;0,2;0,3;25,4;37,7;477
2012-12-28 01:00:00;1,8;6,9;0;2,6;26,2;38,4;485
2012-12-29 01:00:00;1,8;6,8;0,1;2,7;28,2;40,5;490
2012-12-30 01:00:00;1,9;5,9;0,1;2;25,8;41,4;506
2012-12-31 01:00:00;1,9;7,6;0;2,4;24,5;42,6;511
2013-01-01 01:00:00;1,9;7,3;0,3;2,3;24,7;44,3;521
2013-01-02 01:00:00;3,2;7,8;0;3,1;29,9;67,5;659
2013-01-03 01:00:00;3,9;9;0,3;2,2;25,8;79,6;691
2013-01-04 06:00:00;4,5;8,8;0,1;0,5;23;91,6;728
2013-01-05 06:00:00;5,2;9;0,2;2,9;25,4;105,5;779
2013-01-06 06:00:00;7;9,4;0,1;0,6;25,6;139;930
2013-01-07 06:00:00;8,1;8,3;0,1;3;32,1;155;939
2013-01-08 06:00:00;9,7;10;0,1;3,3;29,4;180,4;1053
2013-01-09 06:00:00;10,6;8,2;0,1;3,6;30;203,4;1113
2013-01-10 06:00:00;10,7;9;0;3,5;25,1;215,1;1095
2013-01-11 13:00:00;11,3;8,3;0;3,3;27,8;230,9;1143
2013-01-12 13:00:00;11;8,5;0,3;2,9;25,8;237,5;1133
2013-01-13 13:00:00;2,4;7,4;0,1;2,3;29,3;56,2;601
2013-01-14 13:00:00;2,6;6;0,1;2,7;29;57;606
2013-01-15 13:00:00;2,5;7,1;0,2;2,8;29,2;57,5;607
2013-01-16 13:00:00;2,6;7,9;0,2;2;24,7;57,7;608
2013-01-17 13:00:00;2,7;8,6;0,3;2,8;27,3;59,2;618
2013-01-18 13:00:00;2,9;7,8;0,1;2;23,9;59,4;624
2013-01-19 13:00:00;2,9;8,3;0,4;0,2;26,6;60,8;620
2013-01-20 13:00:00;2,8;8,2;0,1;1,2;25,6;60,8;620
2013-01-21 13:00:00;2,9;7,7;0,4;2,8;26,8;61,9;627
2013-01-22 13:00:00;2,7;7,7;0,5;2,5;28,6;62,1;634
2013-01-23 13:00:00;3;8,5;0,5;2,6;25;63;639
2013-01-24 13:00:00;2,8;8,5;0,3;0,8;28,1;63,3;636
2013-01-25 13:00:00;2,9;8,4;0,2;2,3;25,3;63,2;634
2013-01-26 13:00:00;3;8,9;0;0,1;24,1;65,5;638
2013-01-27 13:00:00;3;8;0;2,9;25,9;65;640
2013-01-28 13:00:00;3,1;7,4;0,2;3;27,4;65,7;649
2013-01-29 13:00:00;3,1;8,2;0;2,3;28,6;65,7;649
2013-01-30 13:00:00;3,2;8,7;0;2,7;25,7;67,6;660
2013-01-31 13:00:00;3,3;9,4;0;3,3;27;69,4;667
2013-02-01 13:00:00;2;6,7;0;2,4;27,7;45,3;531
2013-02-02 13:00:00;3,2;8,1;0,2;2,8;26,4;69,9;659
2013-02-03 13:00:00;3,9;8;0;0,3;28,6;80,4;693
2013-02-04 14:00:00;4,4;9,3;0,1;2,6;27,3;92,5;720
2013-02-05 14:00:00;5,1;9,7;0;3;26,2;103,8;765
2013-02-06 14:00:00;6,7;10,4;0,2;3,1;27,5;136,6;906
2013-02-07 14:00:00;8,1;8,7;0,3;2,8;29,4;155,8;935
2013-02-08 14:00:00;9,6;10;0,1;3,4;27,8;182,5;1039
2013-02-09 14:00:00;10,7;9;0,1;2,9;25,9;204;1099
2013-02-10 14:00:00;10,6;9,1;0,2;3,2;28,1;214,6;1091
2013-02-11 21:00:00;11,3;8,7;0,2;1,1;26,7;232,2;1151
