date;MAIN: Hydrogen (ppm);MAIN: Methane (ppm);MAIN: Acetylene (ppm);MAIN: Ethylene (ppm);MAIN: Ethane (ppm);MAIN: Carbon Monoxide (ppm);MAIN: Carbon Dioxide (ppm)
2012-02-01 23:00:00;56,1;0,5;0,5;70,5;82,9;324,5;2404
2012-02-02 23:00:00;59,9;0,5;0,6;66,3;74,1;322,2;2252
2012-02-03 23:00:00;59,8;0,4;0,6;78,3;76,3;320,7;2229
2012-02-04 23:00:00;31,5;0,5;0,6;65;73,8;320;2236
2012-02-05 23:00:00;32,7;0,3;0,7;65,8;74,6;321,7;2234
2012-02-06 23:00:00;33,7;0,3;1;63,3;76,3;321,8;2237
2012-02-07 23:00:00;33,1;0,4;0,7;62,9;75,1;321,2;2243
2012-02-08 23:00:00;31,6;0,4;0,7;64,2;75,3;318,9;2225
2012-02-09 23:00:00;33,1;0,4;0,7;63;72,4;320;2228
2012-02-10 23:00:00;32,6;0,5;0,6;63,2;75,5;319,6;2230
2012-02-11 23:00:00;32,6;0,4;0,7;64,6;71,5;318,5;2226
2012-02-12 23:00:00;34,3;0,6;0,7;63,6;72,7;320,9;2238
2012-02-13 23:00:00;34,2;0,5;0,7;63,1;73,4;321,7;2240
2012-02-14 23:00:00;33,9;0,5;0,8;63,1;73,7;321,6;2248
2012-02-15 23:00:00;34,2;0,4;0,8;62;72,6;321,3;2244
2012-02-16 23:00:00;34,7;0,4;0,7;64,7;73,5;322,1;2250
2012-02-17 23:00:00;35,2;0,4;0,8;65,7;73,9;322,4;2255
2012-02-18 23:00:00;34,8;0,7;0,9;65,7;77,1;322,4;2255
2012-02-19 23:00:00;32,4;0,4;0,7;66,1;81,5;318;2228
2012-02-20 23:00:00;34,9;0,5;0,8;66,2;76,5;320,4;2247
2012-02-21 23:00:00;35,6;0,4;0,9;64,4;73,3;323,2;2252
2012-02-22 23:00:00;35,8;0,4;0,8;63,7;71,8;321,9;2252
2012-02-23 23:00:00;35,9;0,4;0,8;64,4;72,9;322,1;2261
2012-02-24 23:00:00;35,8;0,7;0,9;62,8;71,4;322,4;2257
2012-02-25 23:00:00;34,2;0,6;0,8;64,2;74,9;319,4;2246
