date;MAIN: Hydrogen (ppm);MAIN: Methane (ppm);MAIN: Acetylene (ppm);MAIN: Ethylene (ppm);MAIN: Ethane (ppm);MAIN: Carbon Monoxide (ppm);MAIN: Carbon Dioxide (ppm)
2014-09-01 00:00:00;3;1;0,5;0,6;1,9;16,5;271
2014-09-02 00:00:00;4,1;1,6;0,7;0,9;2,3;21,7;292
2014-09-03 00:00:00;6,2;1,8;0,5;1,1;2,2;30,2;350
2014-09-04 01:00:00;8,5;1,5;0,7;1,2;4,6;40,3;417
2014-09-05 01:00:00;11,1;3,1;1,2;1,5;3,5;54,4;511
2014-09-06 01:00:00;16,8;3,6;1,3;1,8;3,6;73,6;639
2014-09-07 01:00:00;17,6;4;1,5;2,1;4,4;83,1;667
2014-09-08 06:00:00;17,3;4,5;1,4;1,8;4;92,5;721
2014-09-09 13:00:00;8,2;5;1,5;1,5;7;118,7;775
2014-09-10 13:00:00;6,9;5,4;1,4;1,3;4,2;119,6;791
2014-09-11 20:00:00;6,6;6,1;1,3;0,9;3,8;132,8;816
2014-09-12 20:00:00;6;5,6;1,4;1,1;5,7;133,4;798
2014-09-13 21:00:00;7,8;5,1;1,8;1,5;4,8;112;778
2014-09-14 21:00:00;8;5,2;1,6;1,2;4,5;116,3;782
2014-09-15 21:00:00;8,1;5,3;1,4;1,7;5,4;114,9;780
2014-09-16 21:00:00;8,3;5,8;1,7;1,5;5,1;121;796
2014-09-17 21:00:00;7,9;5,7;1,5;1,5;4,8;115,1;788
2014-09-18 21:00:00;7,9;5,8;1,7;1,6;4,7;116,3;794
2014-09-19 21:00:00;8,3;5,7;1,6;1,4;4,8;121,4;808
2014-09-20 21:00:00;8;5,5;1,3;1,4;3,9;119,9;796
2014-09-21 21:00:00;7,7;5,7;1,2;1,3;3,9;118,1;796
2014-09-22 21:00:00;7,6;5,4;1,7;1,6;4,9;119,7;803
2014-09-23 21:00:00;7,4;5,6;1,5;1,7;4,5;115,6;794
2014-09-24 21:00:00;7,8;5,3;1,5;1,6;5,3;124,3;807
2014-09-25 21:00:00;7,3;4,6;1,6;1,7;5;113,3;793
2014-09-26 21:00:00;7,3;5,4;1,4;1,3;4,3;119;799
2014-09-27 21:00:00;7,7;5,5;1,5;1,3;5,1;122,4;801
2014-09-28 21:00:00;7,6;5,5;1,5;1,4;4,6;118,9;805
2014-09-29 21:00:00;7,1;5,5;1,4;1,5;5,2;117,7;804
2014-09-30 21:00:00;7,7;5,8;1,4;1,2;5;123,9;819
2014-10-02 00:00:00;4,1;1,5;0,6;0,4;3;21,9;294
2014-10-03 00:00:00;6,2;1,9;0,8;0,9;2,6;30,5;345
2014-10-04 01:00:00;8,5;2,5;0,9;1,8;3,2;40,7;417
2014-10-05 01:00:00;12,3;2,5;1,1;1,6;5,3;55;514
2014-10-06 01:00:00;17,2;3,8;1,4;2,3;5,2;74,8;652
2014-10-07 01:00:00;17,4;3,7;1,3;2,1;3,9;83,3;670
2014-10-08 06:00:00;17,2;4,4;1,4;1,9;4,7;92,1;721
