date;MAIN: Hydrogen (ppm);MAIN: Methane (ppm);MAIN: Acetylene (ppm);MAIN: Ethylene (ppm);MAIN: Ethane (ppm);MAIN: Carbon Monoxide (ppm);MAIN: Carbon Dioxide (ppm)
2011-07-19 22:00:00;15,3;40,7;0;6;79;218,4;1065
2011-07-20 22:00:00;15,3;41,6;0,6;5,3;75,9;218,8;1065
2011-07-21 22:00:00;16,4;39,6;0,3;5,9;75,6;229;1126
2011-07-22 22:00:00;17,2;38,5;0,7;6,2;77,1;229,2;1125
2011-07-23 22:00:00;16,4;41,1;0,5;5,9;79;221,2;1078
2011-07-24 22:00:00;16,5;41,7;0,5;5,3;84,9;220,4;1081
2011-07-25 22:00:00;16,4;41,4;0;5,9;81,2;220,8;1081
2011-07-26 22:00:00;16,7;40,6;0,2;5,7;85,4;219,5;1086
2011-07-27 22:00:00;18;39,9;0,3;7,1;80,1;229,8;1138
2011-07-28 22:00:00;18,3;38,8;0,6;5,9;87,2;236,3;1161
2011-07-29 22:00:00;17,3;40,1;0,5;6;82,5;233,2;1155
2011-07-30 22:00:00;17;39;0;5,6;84,1;230,7;1150
2011-07-31 22:00:00;17,1;40,3;0,5;6,4;82,6;231,4;1159
2011-08-02 03:00:00;17,4;23,5;0,3;3,9;29,8;203,9;933
2011-08-03 03:00:00;20,1;29,8;0,1;4,6;47,5;209,7;918
2011-08-04 04:00:00;19,5;32,5;0;6,9;63,4;215,3;1005
2011-08-05 04:00:00;18,6;28,3;0,4;5,8;61,1;220,5;1034
2011-08-06 04:00:00;20;36,9;0,2;4,9;57,1;225,5;1040
2011-08-08 04:00:00;18,6;41,3;0,5;6,4;79,7;231,7;1162
2011-08-09 04:00:00;18,1;42,6;0;6,2;91,6;230,3;1129
2011-08-10 04:00:00;0;3,2;0,9;1,1;0,4;0,3;510
2011-08-11 09:00:00;0;3,7;1,2;2,6;3,3;0;564
2011-08-13 04:00:00;17,3;40,8;0,3;7,1;86,2;233,1;1183
2011-08-14 04:00:00;17,5;38,7;0,5;6,8;95,2;232,1;1164
2011-08-15 04:00:00;17,8;41,3;0,3;6,1;85;231,3;1165
2011-08-16 04:00:00;17,5;41,3;0,1;6,3;85,2;231,9;1167
2011-08-17 04:00:00;17,7;41,6;0,2;6,1;88,8;232,4;1167
2011-08-18 04:00:00;18;47,1;0,4;5,1;80,8;233,7;1171
2011-08-19 04:00:00;17,9;43,3;0;6,7;82,1;231,7;1167
2011-08-20 04:00:00;17,7;42,2;0,2;5,3;96,5;232,6;1172
2011-08-21 04:00:00;17,7;43,4;0,2;6;90,4;232,9;1171
2011-08-22 04:00:00;18,1;42,5;0,3;6,1;90,3;231,4;1170
2011-08-23 04:00:00;17,7;41,9;0,2;6,3;89;233,1;1169
2011-08-24 04:00:00;18;39,7;0,3;5,6;93,7;231,1;1154
2011-08-25 04:00:00;17,9;42,1;0;6;90,2;232,8;1161
2011-08-26 04:00:00;18;40,2;0;5,4;96,7;233,8;1132
2011-08-27 04:00:00;18,4;43,4;0,7;6,4;88,4;229,8;1144
2011-08-28 04:00:00;18,2;43,5;0,2;5,9;88,8;232;1133
2011-08-29 04:00:00;18,8;43,1;0,1;6,2;85,1;229,3;1126
2011-08-30 04:00:00;19,7;42,8;0;5,3;86,7;229,6;1124
2011-08-31 04:00:00;17,9;41,7;0,5;5,9;94,2;230,2;1140
