date;MAIN: Hydrogen (ppm);MAIN: Methane (ppm);MAIN: Acetylene (ppm);MAIN: Ethylene (ppm);MAIN: Ethane (ppm);MAIN: Carbon Monoxide (ppm);MAIN: Carbon Dioxide (ppm)
2010-12-08 03:00:00;184,2;96,6;0,3;15,5;151,2;213;2958
2010-12-09 05:00:00;187,4;96,1;0,5;13,3;139,9;214,5;2950
2010-12-10 05:00:00;196,4;94,4;0,1;15,1;151,7;216,3;3049
2010-12-11 10:00:00;198,9;93,2;0,3;15,3;162,1;213;3005
2010-12-12 13:00:00;211,5;96,9;0,3;15,1;148,7;215,1;2978
2010-12-13 13:00:00;212;94,4;0,3;15,8;155,2;213,3;2962
2010-12-14 13:00:00;210,3;93,3;0,1;15;155;214,5;2974
2010-12-15 13:00:00;209,1;99,2;0,9;13,8;141,4;213,8;2987
2010-12-16 13:00:00;207,3;97,6;0,1;15,2;157,4;214,1;2973
2010-12-17 13:00:00;217,5;94,6;0,2;15;163,1;215,4;2954
2010-12-18 13:00:00;216,4;96,6;0,2;13,9;155;215,7;2932
2010-12-19 13:00:00;218,2;94,5;0,1;14,8;162,4;213,8;2914
2010-12-20 13:00:00;216,3;95,1;0,3;14,3;156,4;212,9;2904
2010-12-21 13:00:00;215,5;94,3;0,3;14,3;152,8;213,6;2937
2010-12-22 13:00:00;217,2;95,4;0,1;14,6;151,3;211,8;2905
2010-12-23 15:00:00;216,4;93,1;0,2;13,3;147,9;208;2864
2010-12-24 19:00:00;215,8;94,2;0,1;14,1;155;210,4;2887
2010-12-25 19:00:00;217,8;94,7;0,2;13,7;150,3;214,9;2932
2010-12-26 19:00:00;209,8;94;0,4;14,4;158,6;210,3;2921
2010-12-27 19:00:00;220,3;96,9;0,2;15,3;152;218,6;2976
2010-12-28 19:00:00;216,2;96,6;0;14,6;150,3;215,1;2931
2010-12-29 19:00:00;210,2;94,6;0,5;13,7;148,4;213,7;2933
2010-12-30 19:00:00;205,4;97,3;0,2;14,1;142,1;212,3;2951
2010-12-31 19:00:00;208,9;94,4;0,5;13,8;151,8;212,9;2913
2011-01-01 19:00:00;211;93,8;0,2;13,6;148,1;212,3;2917
2011-01-02 19:00:00;218,4;97,8;0,1;14,4;150,2;214,8;2871
2011-01-04 01:00:00;120,2;95,7;0,5;15;155,8;213,9;2877
2011-01-05 01:00:00;122,9;98,5;0,2;13,9;147,8;210,3;2937
2011-01-06 01:00:00;126,5;98,5;0,2;14,2;158;215,4;3006
2011-01-07 01:00:00;127,2;100,1;0,7;13,3;152,3;215,2;3047
2011-01-08 04:00:00;102,2;102;0,2;14,4;150,2;209,9;2871
2011-01-09 06:00:00;9,3;10,5;0,2;2,8;25,4;23,9;698
2011-01-10 09:00:00;18,8;14,4;0,6;4,4;26;45,8;1317
2011-01-11 12:00:00;27,2;16,9;0,5;3,8;28,8;56,6;1562
2011-01-12 12:00:00;33,2;19,7;0,1;5,4;30,4;61,8;1618
2011-01-13 13:00:00;211,2;97,2;0;15,2;150,7;215,7;2922
2011-01-14 13:00:00;214,3;96,6;0;14,7;153,1;215,3;2927
2011-01-15 13:00:00;212,5;96,5;0,2;13,6;153,4;216,8;2944
2011-01-16 13:00:00;205,2;95,7;0;15,3;149;211,8;2925
2011-01-17 13:00:00;214,9;95,2;0;14,6;152,5;216,3;2931
2011-01-18 13:00:00;209,2;98,1;0,1;13,2;147,3;211,9;2909
2011-01-19 13:00:00;213,8;96,8;0;13,9;148,3;213,9;2907
2011-01-20 13:00:00;212,9;98,1;0,2;15;156,3;213,9;2949
2011-01-21 13:00:00;218,8;99,2;0,4;14,6;146,8;217,1;2930
2011-01-22 13:00:00;211,4;95,9;0;14,8;152,6;212,6;2933
2011-01-23 13:00:00;223;98,3;0;14,6;156;220,8;2980
2011-01-24 13:00:00;215,1;99,2;0,3;14,5;147,6;217;2938
2011-01-25 13:00:00;215,3;94,3;0,4;14,7;156,8;217,2;2947
2011-01-26 13:00:00;214,5;95,3;0,5;14;153,2;214,7;2938
2011-01-27 13:00:00;220,6;96,8;0;13,2;149,9;217,1;2938
2011-01-28 13:00:00;218,9;97,1;0;14;151,6;214,2;2920
2011-01-29 13:00:00;215,3;96,3;0,2;14,5;159,7;213,1;2921
2011-01-30 13:00:00;216,5;95,9;0,2;13,3;153,9;213,4;2885
2011-01-31 13:00:00;213,3;96,6;0,5;13,5;149,3;213,1;2878
2011-02-01 13:00:00;214,6;95,5;0;13,9;144,7;214,7;2940
2011-02-02 13:00:00;215,7;97,5;0;14;154;214,6;2884
2011-02-03 18:00:00;118;97,4;0,3;14,6;152;212;2894
2011-02-04 19:00:00;122,2;99,7;0,5;15,4;157,5;218,3;2933
2011-02-05 21:00:00;128,6;98,5;0,2;13,6;148,4;215,2;2937
2011-02-06 21:00:00;125,5;100,3;0,5;13,8;153;217;3020
2011-02-07 21:00:00;130,1;101,4;0,5;14,1;151,6;218,1;3081
2011-02-09 02:00:00;9,7;9,6;0,3;3,3;22,5;24;707
2011-02-10 05:00:00;19,4;13,1;0;4;27,8;46,6;1351
2011-02-11 08:00:00;27,7;19,5;0,3;4,1;25,2;56,8;1566
2011-02-12 08:00:00;33,8;21,5;0;4,4;26,1;62,6;1638
2011-02-13 13:00:00;222,9;95;0,2;14,7;160,3;218,6;2920
2011-02-14 13:00:00;219,9;94,2;0;14,3;154,6;215,4;2899
2011-02-15 13:00:00;225,7;97,4;0;15;158,2;217,3;2909
2011-02-16 18:00:00;116,9;96,4;0,3;14,2;155,1;213,3;2901
2011-02-17 18:00:00;121;97,2;0;15,4;159,6;216,4;2903
2011-02-18 18:00:00;122,2;97,9;0,3;14,9;159,7;218,5;2933
2011-02-19 18:00:00;117,9;96,1;0,3;13,9;147;209,8;2843
2011-02-20 18:00:00;120,8;97,7;0;14,7;154,8;216,3;2931
2011-02-21 18:00:00;119;96,6;0;14,7;159,6;213,2;2906
2011-02-22 18:00:00;119,6;96,8;0,5;14,9;154,2;212,5;2876
2011-02-23 18:00:00;118,3;97,1;0;14,6;145,6;215,9;2917
2011-02-24 18:00:00;116,5;99,5;0,2;13,1;146,6;213,8;2904
2011-02-25 18:00:00;117,7;99,5;0,1;13,9;152,7;214,9;2925
2011-02-26 18:00:00;121,3;97,1;0;14,1;155,2;218,5;2930
2011-02-27 18:00:00;117,3;96,5;0,3;13,9;153,2;213,1;2925
