date;MAIN: Hydrogen (ppm);MAIN: Methane (ppm);MAIN: Acetylene (ppm);MAIN: Ethylene (ppm);MAIN: Ethane (ppm);MAIN: Carbon Monoxide (ppm);MAIN: Carbon Dioxide (ppm)
2012-02-04 03:00:00;18,2;73,3;0;7,2;148,5;257,6;1266
2012-02-05 03:00:00;19,9;52,3;0,3;6,9;126;230,4;1133
2012-02-06 03:00:00;21,2;42,1;0;7,6;128,9;218,6;1097
2012-02-07 03:00:00;22,6;46,8;1;6,8;122,6;223,8;1092
2012-02-08 03:00:00;24,1;47,2;0,2;4,3;123,3;218,7;1105
2012-02-09 05:00:00;12,9;45,6;0,4;5,9;129,9;217,8;1118
2012-02-10 05:00:00;10,8;48,9;0,2;0,8;112;211,4;967
2012-02-12 01:00:00;0,6;4,7;0,3;0,4;22,1;22,9;296
2012-02-13 03:00:00;10,3;342,1;0;13,5;718,7;710,1;3803
2012-02-14 03:00:00;10,4;323,1;0;11,6;680,7;686,8;3609
2012-02-15 03:00:00;10,7;318,8;0;18,1;653,3;671,2;3511
2012-02-16 03:00:00;11;323;0;17,4;598,6;662,9;3454
2012-02-17 03:00:00;11,1;312,3;0;9,2;607,5;659,1;3421
2012-02-18 03:00:00;11,7;296,1;0;16,2;647,9;660,4;3370
2012-02-19 03:00:00;11,3;290,4;0;16,1;575,5;624,8;3262
2012-02-20 03:00:00;11,8;255,5;0;13,6;635,5;632,3;3243
2012-02-21 03:00:00;11,5;269,9;0;12,6;564,4;595,1;3073
2012-02-22 03:00:00;11,5;256,7;0;11,5;585,4;582,2;3026
2012-02-23 03:00:00;12,2;254,8;0;13,6;564,4;571,1;2953
2012-02-24 03:00:00;11,9;248,5;0;13;502,5;553,7;2849
2012-02-25 03:00:00;12,3;232,3;0;14,3;527,4;546,3;2773
2012-02-26 03:00:00;12,2;219,8;0;14,3;494,1;530,8;2654
2012-02-27 03:00:00;12,7;238,7;0;14,4;470;531,4;2607
2012-02-28 03:00:00;13;223,5;0;15,1;463,9;513,3;2545
2012-02-29 03:00:00;12,5;207,9;0;12,1;453,1;501,3;2511
2012-03-03 03:00:00;13,4;196,5;0;14,7;425,8;473,3;2364
2012-03-04 03:00:00;18,5;71,8;0;7,3;161,4;261,3;1265
2012-03-05 03:00:00;19,8;50,2;0,3;5,8;113,7;226,6;1126
2012-03-06 03:00:00;21,2;44,4;0,5;6,7;122,7;218,7;1087
2012-03-07 03:00:00;22,2;47,2;0,2;6,7;116,3;218,2;1079
2012-03-08 03:00:00;23;48,8;1,1;5,3;116,1;218,8;1103
2012-03-09 11:00:00;13,1;48,3;0;6,3;126,6;218,1;1117
2012-03-10 11:00:00;10,1;47;0,3;6,5;114,4;204,1;953
2012-03-12 01:00:00;0,8;4,1;0;1,5;27,3;23,8;298
2012-03-13 03:00:00;14,9;145,4;0;8,6;282,8;373,8;1834
2012-03-14 03:00:00;15,2;128,3;0;10,3;293,1;368,3;1804
2012-03-15 08:00:00;13,8;126,1;0;8,3;276,9;337,7;1622
2012-03-16 08:00:00;14,7;123;0;8,6;250,3;344;1697
2012-03-17 08:00:00;14,6;118;0;8,5;237,6;334,9;1652
2012-03-18 08:00:00;15,4;114,2;0;9,7;232;320,7;1579
2012-03-19 08:00:00;14,7;103,9;0;7,9;224,8;315,1;1572
2012-03-20 08:00:00;15,6;108,9;0;6,3;207;315,3;1561
2012-03-21 08:00:00;15,4;106;0;8,6;202,3;304,7;1518
2012-03-22 08:00:00;16;102,2;0;9,2;182,7;306,2;1509
2012-03-23 08:00:00;15,8;89,5;0;7,3;207,6;295,4;1476
2012-03-24 08:00:00;16,2;92,4;0;7,7;195,1;297,7;1478
2012-03-25 09:00:00;15,8;82;0;7,2;203,5;285,8;1444
2012-03-26 09:00:00;16,4;89,6;0;7,2;173,9;287,8;1421
2012-03-27 09:00:00;17;87,1;0;8,2;161,9;285,4;1408
2012-03-28 09:00:00;18,1;82,2;0;7,5;178,1;279,7;1382
2012-03-29 09:00:00;17,4;82,1;0;6,4;150,5;268,2;1337
2012-03-30 09:00:00;17,6;76,9;0;7,9;168,8;266,8;1329
2012-03-31 09:00:00;18,2;77,6;0;6,8;165;270,1;1320
2012-04-03 03:00:00;13,8;191,7;0;11,2;408,2;470,2;2321
2012-04-04 03:00:00;19,7;64,5;1,4;7,2;151,8;257;1261
2012-04-05 03:00:00;20,2;50,3;0,8;6,5;121,3;227,4;1124
2012-04-06 03:00:00;20,9;47,8;1,3;6,7;123,5;222;1087
2012-04-07 03:00:00;22,6;46,6;0,6;6,8;126,7;219,3;1084
